,x,y,activation_0,activation_1,activation_2,activation_3,activation_4,activation_5,activation_6,activation_7,activation_8,activation_9,class_association,average_activation,layer
305,-48.37316,-8.077966,27,58,29,14,64,65,60,63,61,62,0.3,0.82970005,4
306,22.183352,-33.40958,51,43,6,60,30,64,50,9,20,10,0.0,0.8660601,4
307,-8.890468,34.43399,65,64,63,62,61,60,59,58,57,56,0.1,0.8066436,4
308,25.623968,-35.521687,51,43,60,6,30,9,50,10,20,64,0.0,0.8660601,4
309,-8.890468,34.43399,65,64,63,62,61,60,59,58,57,56,0.1,0.8066436,4
310,33.721165,32.60237,51,43,60,6,9,30,50,10,12,20,0.0,0.62929404,4
311,25.657827,-31.534885,51,43,60,6,30,9,50,20,10,64,0.0,0.8660601,4
312,-33.752174,-22.637367,27,58,14,29,61,31,0,65,64,62,0.3,0.8277177,4
313,-10.412054,35.04347,65,64,63,62,61,60,59,58,57,56,0.1,0.8066436,4
314,44.937275,7.0784054,43,51,60,30,6,20,64,50,18,12,0.0,0.9806145,4
315,47.321033,0.11466524,51,43,60,6,30,9,50,20,64,12,0.0,0.8291757,4
316,26.7514,-34.096283,51,43,60,6,30,9,50,20,10,64,0.0,0.8660601,4
317,-9.764417,33.163433,65,64,63,62,61,60,59,58,57,56,0.1,0.8066436,4
318,22.183352,-33.40958,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
319,33.721165,32.60237,51,43,60,6,30,9,50,10,20,12,0.0,0.62929404,4
320,41.239635,-11.85981,43,51,60,30,6,50,9,13,64,12,0.0,0.8201596,4
321,25.623968,-35.521687,51,43,60,6,30,9,50,20,10,64,0.0,0.8660601,4
322,24.190708,-31.722584,51,43,60,6,30,9,50,20,10,64,0.0,0.8660601,4
323,36.15865,30.039019,51,43,60,6,30,9,50,10,12,20,0.0,0.62929404,4
324,31.072222,3.6188643,19,41,40,53,23,4,20,22,65,45,0.0,1.0102675,4
325,33.721165,32.60237,51,43,60,6,9,30,50,10,20,12,0.0,0.62929404,4
326,34.173603,35.79264,51,43,60,6,9,30,50,10,12,20,0.0,0.62929404,4
327,-8.027198,33.214394,65,64,63,62,61,60,59,58,57,56,0.1,0.8066436,4
328,-30.870354,12.084651,43,65,64,63,61,62,59,58,57,60,0.1,0.9180849,4
329,23.613337,-34.74872,51,43,60,6,30,9,50,20,10,64,0.0,0.8660601,4
330,21.774763,-34.989758,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
331,-10.745493,33.90741,65,64,63,62,61,60,59,58,57,56,0.1,0.8066436,4
332,33.721165,32.60237,51,43,60,6,30,9,50,10,20,12,0.0,0.62929404,4
333,23.531363,-32.837437,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
334,23.613337,-34.74872,51,43,60,6,30,9,50,20,10,64,0.0,0.8660601,4
335,23.613337,-34.74872,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
336,-5.8400507,32.96606,65,64,63,62,61,60,59,58,57,56,0.1,0.8066436,4
337,22.594673,-38.341236,51,43,60,6,30,9,50,20,10,64,0.0,0.8660601,4
338,-3.7694166,35.300724,65,64,63,62,61,60,59,58,57,56,0.1,0.8066436,4
339,22.594673,-38.341236,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
340,22.594673,-38.341236,51,43,60,6,30,9,50,10,20,64,0.0,0.8660601,4
341,22.594673,-38.341236,51,43,60,6,30,9,50,20,10,64,0.0,0.8660601,4
342,22.594673,-38.341236,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
343,22.594673,-38.341236,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
344,35.815216,32.001472,51,43,60,6,30,9,50,10,12,20,0.0,0.62929404,4
345,22.594673,-38.341236,51,43,60,6,30,9,50,20,10,64,0.0,0.8660601,4
346,-39.866795,-25.39789,27,58,14,29,61,31,64,65,62,63,0.3,0.82899463,4
347,43.6926,-11.882638,51,43,60,6,30,9,50,10,12,64,0.0,0.8586003,4
348,-4.853511,32.352436,65,64,63,62,61,60,59,58,57,56,0.1,0.8066436,4
349,40.386436,-15.573674,43,51,60,6,9,30,13,10,50,64,0.0,0.85704404,4
350,22.594673,-38.341236,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
351,-33.75299,-22.6378,27,58,29,14,61,31,0,65,64,62,0.3,0.8277177,4
352,-4.6827283,33.924824,65,64,63,62,61,60,59,58,57,56,0.1,0.8066436,4
353,42.677807,-12.992294,51,43,60,6,30,9,50,10,12,64,0.0,0.8586003,4
354,-35.03694,-3.2927,27,58,29,65,64,63,60,59,61,62,0.2,1.0333683,4
355,-4.6827283,33.924824,65,64,63,62,61,60,59,58,57,56,0.1,0.8066436,4
356,34.347702,16.37014,43,51,60,9,30,13,14,6,20,18,0.1,0.5765932,4
357,-38.182274,-26.156902,27,58,29,14,61,31,64,65,62,63,0.3,0.82899463,4
358,24.793745,-30.472746,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
359,29.031843,-30.008112,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
360,-44.796127,-8.833904,27,58,29,61,31,65,64,60,62,63,0.2,0.81307226,4
361,27.072231,-32.352432,51,43,60,6,30,9,50,20,10,64,0.0,0.8660601,4
362,27.679617,-35.25332,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
363,-38.182274,-26.156902,27,58,29,14,61,31,64,65,62,63,0.3,0.82899463,4
364,21.449165,-31.897736,51,43,60,6,30,9,50,10,20,64,0.0,0.8660601,4
365,34.413837,6.337481,43,51,27,14,58,60,30,6,20,64,0.3,0.68918824,4
366,20.340641,-34.983097,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
367,22.594673,-38.341236,51,43,60,6,30,9,50,10,20,64,0.0,0.8660601,4
368,22.594673,-38.341236,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
369,-8.890468,34.43399,65,64,63,62,61,60,59,58,57,56,0.1,0.8066436,4
370,-48.37316,-8.077966,27,58,14,29,61,65,64,60,62,63,0.3,0.82970005,4
371,22.594673,-38.341236,51,43,60,6,30,9,50,10,20,64,0.0,0.8660601,4
372,20.242592,-29.380875,51,43,60,6,30,9,50,20,10,64,0.0,0.8660601,4
373,20.242592,-29.380875,51,43,60,6,9,30,50,10,20,64,0.0,0.8660601,4
374,-6.7883396,34.560368,65,64,63,62,61,60,59,58,57,56,0.1,0.8066436,4
375,-5.0335855,35.45113,65,64,63,62,61,60,59,58,57,56,0.1,0.8066436,4
376,37.162914,35.573967,51,43,60,6,30,9,50,10,20,12,0.0,0.62929404,4
377,22.8334,-31.811258,51,43,60,6,30,9,50,10,20,64,0.0,0.8660601,4
378,25.623968,-35.521687,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
379,48.87432,-1.1888717,51,43,60,6,30,9,50,20,64,12,0.0,0.8291757,4
380,25.188028,-33.260353,51,43,60,6,30,9,50,64,20,10,0.0,0.8660601,4
381,25.188028,-33.260353,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
382,25.623968,-35.521687,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
383,23.613337,-34.74872,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
384,22.594673,-38.341236,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
385,-31.567873,17.903276,40,33,52,57,19,54,22,65,39,62,0.0,1.0119596,4
386,-8.827518,38.34112,65,64,63,62,61,60,59,58,57,56,0.1,0.8066436,4
387,20.242592,-29.380875,51,43,60,6,30,9,50,64,10,20,0.0,0.8660601,4
388,-39.703365,-27.496645,27,58,29,14,61,31,64,65,62,63,0.3,0.82899463,4
389,-39.703365,-27.496645,27,58,29,14,61,31,64,65,62,63,0.3,0.82899463,4
390,-35.03694,-3.2927,27,58,29,65,64,63,60,59,61,62,0.2,1.0333683,4
391,-39.703365,-27.496645,27,58,29,14,61,31,64,65,62,63,0.3,0.82899463,4
392,20.494255,-33.328396,51,43,60,6,30,9,50,20,64,10,0.0,0.8660601,4
393,-35.42626,-4.416243,27,58,29,65,64,63,60,59,61,62,0.2,1.0333683,4
394,-49.828278,-8.738283,27,58,29,14,64,65,60,63,61,62,0.3,0.82970005,4
395,-35.42626,-4.416243,27,58,29,65,64,63,60,59,61,62,0.2,1.0333683,4
396,-42.58226,-27.7669,27,58,29,14,61,31,64,65,62,63,0.3,0.82899463,4
397,-3.731522,26.478416,65,64,63,62,61,60,59,58,57,56,0.1,0.8066436,4
398,-36.168983,-3.4594705,27,58,29,65,64,63,60,59,61,62,0.2,1.0333683,4
399,-10.462202,25.639421,65,64,63,62,61,60,59,58,57,56,0.1,0.8066436,4
